x,y,pmi,count
bear,love,0.3635760382302097,5
bound,to,0.36352732356219486,16
for,mercy,0.3633481373720061,9
in,place,0.3633442691197613,19
may,speak,0.3633187395190264,10
part,shall,0.3631486909933443,7
enough,s,0.363072610590986,10
sweet,why,0.3630101821476787,5
hand,on,0.36278991816674216,10
and,strength,0.3626665273887212,16
about,me,0.36265047540365514,13
voices,you,0.3625404206287528,9
seek,you,0.3625404206287528,9
gone,ll,0.3624670662696723,6
is,music,0.36240839170182504,5
over,with,0.3623937242983922,7
there,who,0.36237372409198726,11
once,our,0.36234658242785434,7
my,sons,0.3622837345594471,8
are,words,0.36217900831871414,7
not,wilt,0.362121419648926,14
others,to,0.36201673253695643,7
talk,you,0.36185051662044,17
be,maid,0.36169301649276725,8
be,kate,0.36169301649276725,8
he,makes,0.36167429649957905,11
next,the,0.3616447159330886,18
kindred,the,0.3616447159330886,9
stain,the,0.3616447159330886,9
english,the,0.3616447159330886,9
church,the,0.3616447159330886,9
him,home,0.3616284474802799,9
never,these,0.3613975011935809,5
none,sir,0.3613682350807019,5
away,them,0.36125328015490443,7
from,world,0.3611899373188908,8
ere,will,0.36111955271567553,10
hereford,you,0.361075682370479,8
office,you,0.361075682370479,8
for,too,0.36087069493263724,46
if,st,0.3608668367391867,14
a,hot,0.3607624515729821,7
a,quarrel,0.3607624515729821,7
a,mighty,0.3607624515729821,7
thee,thou,0.36063406645470775,81
love,other,0.3605495836000219,5
is,nothing,0.3604594229175475,23
tell,thou,0.3604106064642345,29
got,my,0.3604077295606918,7
case,my,0.3604077295606918,7
house,of,0.36036601660076895,42
long,she,0.3602867730129378,5
and,utter,0.3601919082608658,5
and,groan,0.3601919082608658,5
and,mild,0.3601919082608658,5
and,armour,0.3601919082608658,5
and,lusty,0.3601919082608658,5
and,quench,0.3601919082608658,5
and,chair,0.3601919082608658,5
and,frame,0.3601919082608658,5
and,princess,0.3601919082608658,5
and,loud,0.3601919082608658,5
hath,whose,0.3601116542678622,5
horse,with,0.3600897693888279,8
not,pity,0.3600824746742137,10
enemy,your,0.35998036153287627,6
welcome,your,0.35998036153287627,12
put,would,0.3599730686557063,5
if,may,0.35993984709822746,27
death,thy,0.35993828892621677,26
ay,good,0.35986004471703237,10
friend,s,0.3598436404607875,12
here,we,0.35977894082499884,40
brother,why,0.3596991535416757,7
fair,so,0.35964158656178186,17
if,wife,0.3596158676114361,10
forget,i,0.3595009752613541,13
such,with,0.3593244925707156,42
him,kind,0.3593244925707156,6
his,mother,0.359270952246381,17
this,while,0.3592043572943731,10
be,sure,0.3591606799773722,6
make,us,0.35886821116350864,13
for,wounds,0.35880050962128546,5
meat,the,0.35879687306026237,8
condemn,the,0.35879687306026237,8
maids,the,0.35879687306026237,8
is,romeo,0.35868051918258187,20
by,leave,0.35840309250915214,12
not,purpose,0.3583062166484107,8
i,vow,0.3583062166484107,11
i,told,0.3583062166484107,22
it,true,0.3583008352897099,27
find,we,0.35829064932901494,7
but,twenty,0.35816094336326176,6
put,your,0.3580544404968378,15
ear,his,0.35802297873848543,5
by,years,0.3578705424952676,5
call,father,0.35786328496095704,5
as,true,0.35780522905218604,20
i,weep,0.35753138239844967,20
good,rome,0.35749331143792534,5
lack,that,0.35749331143792534,5
short,that,0.35749331143792534,5
shed,that,0.35749331143792534,5
sense,that,0.35749331143792534,5
it,neither,0.35740630462968015,5
and,battle,0.3573809309270374,14
morrow,shall,0.3573386447167133,6
at,they,0.3573265636985364,24
die,they,0.3573265636985364,6
turn,will,0.3573265636985364,6
blood,hath,0.3573006769340338,7
forsworn,to,0.35721784965518766,5
chamber,to,0.35721784965518766,10
bona,to,0.35721784965518766,5
contrary,to,0.35721784965518766,5
pleasant,to,0.35721784965518766,5
to,wedding,0.35721784965518766,5
court,in,0.3571680314787088,8
sleep,thy,0.35714538874204665,5
d,twere,0.3571308980100954,5
done,well,0.35704189411965104,7
fair,may,0.3569642893349342,6
give,god,0.3569384241546837,7
maid,this,0.3569125605147883,7
black,with,0.3568846295136165,5
beauty,for,0.3568660098440858,7
good,master,0.3568194641624697,7
should,think,0.3567936076058452,7
chance,you,0.35671087696802894,6
em,you,0.35671087696802894,6
pay,you,0.35671087696802894,6
he,marriage,0.35671087696802894,5
black,s,0.35663850058557606,5
petruchio,s,0.35663850058557606,5
ere,thee,0.3566178238343865,7
i,plain,0.3565862362541368,9
choose,i,0.3565862362541368,9
lords,we,0.3565797036549258,8
and,both,0.3563570534817139,82
tis,too,0.3562406459418088,8
i,thought,0.35603122725604147,34
a,hearing,0.35596356869121343,6
a,witness,0.35596356869121343,6
a,virtuous,0.35596356869121343,6
sword,your,0.3558637953380441,7
how,tell,0.35584315543680206,11
lest,thou,0.35582870808955425,5
and,dreams,0.3558271028584157,9
one,till,0.35582148459615465,5
art,out,0.35573481204546964,5
more,tongue,0.35558317669099393,5
remember,what,0.3555254247651239,5
me,word,0.35541206647973583,17
back,thee,0.3553498098477511,6
shall,when,0.3553233534813877,30
of,sons,0.3553233534813877,10
of,soldiers,0.3553233534813877,10
of,thomas,0.3553233534813877,10
go,way,0.3552944938287935,5
master,sir,0.355265636093848,6
sir,very,0.355265636093848,8
comes,there,0.355265636093848,5
him,sword,0.3552079263758835,5
the,thunder,0.3551625884051683,7
the,trumpets,0.3551625884051683,7
the,tread,0.3551625884051683,7
princes,the,0.3551625884051683,7
rid,the,0.3551625884051683,7
good,old,0.35513940604444805,8
o,sweet,0.3550636856219908,10
though,would,0.3550595651614392,7
blood,which,0.35495313347804824,9
away,her,0.35470853311669204,11
thus,us,0.3546948876004168,6
myself,will,0.35463742518775515,14
honest,s,0.3545148069557206,6
bones,my,0.3544583970474906,5
have,i,0.35441814697430674,556
hope,in,0.3543894264668348,19
god,good,0.3543575975850668,15
as,full,0.3543368006075871,9
no,use,0.3542856122901276,5
o,pardon,0.3542028439488547,6
him,mind,0.35418485291830454,8
lords,you,0.35404648528661725,26
i,would,0.3540148086756125,205
against,their,0.354004983592104,6
a,kill,0.35400286792568547,17
had,hand,0.35399059726369725,5
hell,this,0.35387552378930615,5
make,much,0.3538200528280578,7
d,remember,0.35377725600250765,6
comfort,is,0.3537592825933118,12
came,we,0.3537430215782943,7
hear,must,0.3537276169677791,7
ever,for,0.35366086996887436,21
ll,think,0.35364220131558916,11
know,therefore,0.353638281000354,5
her,take,0.3536255039222487,18
lord,please,0.3536023464262581,5
all,heart,0.3535736009076135,17
friends,good,0.35346582215488187,7
lives,that,0.35346582215488187,14
part,your,0.35334978263386313,13
glad,you,0.35325034485852247,5
weary,you,0.35325034485852247,5
comes,when,0.35325034485852247,5
flatter,to,0.3530618898840299,8
lordship,to,0.3530618898840299,8
friend,our,0.353056506657624,5
do,sir,0.3530269997870517,36
foot,s,0.35300421593048203,7
clifford,s,0.35300421593048203,7
a,foot,0.3529371140610255,11
from,heart,0.3528645485347597,12
high,your,0.3528017769057528,8
fortune,my,0.3521666002679057,18
may,she,0.3519976261976413,17
bring,to,0.35197479424281575,38
mother,was,0.3516972861614756,6
by,fall,0.35153036446424857,5
is,news,0.3515115427341716,19
love,s,0.35134861201905504,60
a,husband,0.35121713366675167,21
gentleman,was,0.35107285114102743,5
ears,his,0.35101807716982697,6
did,so,0.35096315649135396,31
yes,you,0.35095854807893767,9
of,worth,0.35095854807893767,9
doom,of,0.35095854807893767,6
as,many,0.35082591259543244,14
blood,father,0.3508014304734702,5
give,up,0.35073411175339886,7
may,that,0.3505235412785971,86
and,between,0.3504320709717096,16
and,six,0.3504320709717096,8
and,therein,0.3504320709717096,8
hold,on,0.3504160189866436,5
die,he,0.3503706989370099,17
drum,the,0.3503637055233995,6
empty,the,0.3503637055233995,6
commanded,the,0.3503637055233995,6
the,wound,0.3503637055233995,6
bona,the,0.3503637055233995,6
hollow,the,0.3503637055233995,6
palace,the,0.3503637055233995,6
deliver,to,0.35011750923724866,14
st,too,0.3499311720348016,5
boy,o,0.3499240459695797,5
ll,way,0.3496492726502466,7
d,honour,0.34962129623134985,20
ay,if,0.34953229234090555,12
any,tis,0.34947533942207715,5
bloody,this,0.34935942262434244,7
gentleman,this,0.34935942262434244,14
a,dog,0.3493329897922003,5
a,grave,0.3493329897922003,15
a,bears,0.3493329897922003,5
a,holy,0.3493329897922003,15
a,messenger,0.3493329897922003,5
a,rough,0.3493329897922003,5
a,drink,0.3493329897922003,5
curse,my,0.3493187573950795,8
but,purpose,0.3492061007103353,6
but,reason,0.3492061007103353,6
thine,thy,0.34917645907077133,9
ever,that,0.349110232648238,29
blush,i,0.3490982148615869,5
i,remember,0.3490982148615869,20
me,wish,0.34907766821438135,9
have,rather,0.34891569984234116,9
fear,lord,0.348749843631846,9
lord,welcome,0.348749843631846,5
so,under,0.3486219406764514,5
come,we,0.3485878049282702,41
being,father,0.3484727681548875,5
he,might,0.34843835100203907,13
by,mother,0.3483946506113901,10
come,master,0.34834139670497727,6
ll,she,0.3478313776480535,24
he,hope,0.34775603431510255,12
under,your,0.3477459051158646,7
ha,is,0.34768513488111863,6
is,late,0.34768513488111863,8
because,is,0.34768513488111863,9
is,oath,0.34768513488111863,8
far,is,0.34768513488111863,13
is,lost,0.34768513488111863,8
give,him,0.34766488002572227,28
hast,more,0.34761424701971866,7
answer,his,0.34755754506032044,10
made,man,0.3475534952036301,7
golden,the,0.34733725089321166,11
for,rome,0.3473206919378554,14
for,loss,0.3473206919378554,7
die,if,0.3471655590617985,9
alas,d,0.3471466771034945,5
mind,your,0.34701538436850865,11
my,thoughts,0.3470025146678986,11
sound,this,0.3468706222206477,6
goes,that,0.3468352432558688,7
in,kind,0.34670259780054385,12
have,sure,0.3466654643319305,5
free,thou,0.34648868183541076,5
cannot,it,0.346410920328217,26
her,part,0.3462519060534547,6
beg,to,0.3462224653537245,9
blame,to,0.3462224653537245,6
suit,to,0.3462224653537245,12
came,to,0.3462224653537245,36
to,use,0.3462224653537245,27
pains,to,0.3462224653537245,6
peace,they,0.34614239674602276,5
bound,he,0.3459870115762559,5
he,unless,0.3459870115762559,5
day,is,0.3457844995416845,38
speak,too,0.3457752122636438,7
good,make,0.345739922418266,21
blood,make,0.345739922418266,6
love,stay,0.3457258072829975,5
gentle,o,0.34568699302632505,6
deliver,it,0.34550708132997243,5
dream,it,0.34550708132997243,5
for,grave,0.3454365480633039,10
for,office,0.3454365480633039,5
for,tranio,0.3454365480633039,5
leave,to,0.3453334282328148,61
sir,tell,0.34528141518724714,12
if,marcius,0.34528141518724714,5
by,sun,0.34528141518724714,5
his,royal,0.34526574828073564,9
death,than,0.345193296188892,12
and,heir,0.3451032374666426,18
our,part,0.34508757698634873,6
leave,your,0.34507331525453777,21
let,then,0.3448498028320911,24
father,tell,0.34483848349979346,7
child,he,0.34481165366832117,9
here,whom,0.3447600109086305,5
his,into,0.34474656772649215,11
as,sun,0.34457696331843085,7
fear,no,0.34452577500097137,11
or,thine,0.34450658093728614,5
boy,thou,0.3444401191601416,9
reason,with,0.34429550220559596,7
lips,with,0.34429550220559596,5
touch,with,0.34429550220559596,6
since,so,0.34425713527400137,11
his,soul,0.3441243692219266,15
rich,s,0.3440493732775556,5
make,them,0.3438759947421077,15
not,revenge,0.3437799634518143,6
butcher,the,0.34373312662438643,5
quench,the,0.34373312662438643,5
soldiers,the,0.34373312662438643,15
degree,the,0.34373312662438643,5
play,the,0.34373312662438643,30
princess,the,0.34373312662438643,5
passage,the,0.34373312662438643,5
lusty,the,0.34373312662438643,5
contented,the,0.34373312662438643,5
naples,the,0.34373312662438643,5
art,too,0.34371205169987046,5
say,she,0.3436628808527973,19
and,red,0.3435926464414041,7
and,dust,0.3435926464414041,7
and,drop,0.3435926464414041,7
and,blind,0.3435926464414041,7
and,sing,0.3435926464414041,7
be,born,0.3435725815527728,7
blood,upon,0.3435575334946328,6
shall,war,0.34342413018167994,5
meet,shall,0.34342413018167994,5
if,think,0.34340541018849174,15
dead,he,0.34334691541004747,16
but,stay,0.34333716704623735,18
art,why,0.34321825462347366,6
at,poor,0.343151432891478,7
been,where,0.3430311796768364,5
souls,your,0.34294702223409596,5
serve,your,0.34294702223409596,5
by,own,0.3427039922994365,12
be,happy,0.34264559191181354,9
art,thy,0.34249310087025275,17
much,was,0.34242374203251424,9
of,sentence,0.3423583763170201,5
of,sacred,0.3423583763170201,5
nine,of,0.3423583763170201,5
come,lords,0.3423233630159777,5
i,learn,0.34199787444364793,14
dream,i,0.34199787444364793,14
she,word,0.3419593919234062,5
ah,this,0.34193540454513544,7
thou,whom,0.34189293014626165,12
bear,they,0.34186961263471116,6
grace,will,0.34186961263471116,12
made,when,0.3417705271750924,8
if,life,0.3415374740533724,15
time,we,0.34153502152764603,19
country,he,0.34147091041129213,7
ay,but,0.3412225214469821,22
ask,for,0.3410717426608538,6
how,wife,0.34101937911977764,6
my,self,0.3408855898582167,6
company,my,0.3408855898582167,9
cannot,do,0.34079254337004,12
prove,so,0.3406530110051761,7
he,were,0.34040253476326615,49
people,we,0.3403790600203128,7
part,we,0.3403790600203128,7
doth,how,0.340291307730645,8
are,where,0.34016831840747014,21
eyes,there,0.3400256695371111,5
fear,i,0.33988638330054094,61
fear,yet,0.33988638330054094,5
at,news,0.339844606139054,5
mother,my,0.33984286551120196,32
but,one,0.33972370237637717,49
fair,well,0.3397173100473068,7
it,since,0.3396775376692486,16
buy,you,0.3396775376692486,6
dare,you,0.3396775376692486,9
doing,you,0.3396775376692486,6
having,it,0.3396775376692486,6
his,last,0.33958861538904517,9
a,least,0.339573152503044,6
a,horse,0.339573152503044,12
all,lay,0.33951053344419385,5
no,way,0.3394618359731032,10
cheeks,the,0.3393683212219364,9
hadst,not,0.33923233570109357,5
can,see,0.3392303492152152,7
angelo,by,0.33912110648242866,5
even,in,0.3388204489232236,26
is,says,0.3387302922281923,8
of,shows,0.33872409166192596,7
happy,thou,0.33863977274853985,7
comfort,we,0.3386278702205494,5
moved,to,0.33853563668743347,7
church,to,0.33853563668743347,7
has,her,0.33842656854149805,5
i,plague,0.3381028305601237,6
blame,i,0.3381028305601237,6
glass,i,0.3381028305601237,6
i,occasion,0.3381028305601237,6
i,perceive,0.3381028305601237,6
gown,i,0.3381028305601237,6
comfort,your,0.3380257856448259,9
for,stands,0.337980665683712,7
boy,thee,0.33797571377832836,5
is,this,0.3378448801337374,240
even,here,0.33783130803863287,6
he,romeo,0.33774303789204896,14
is,itself,0.3374659696994326,7
foul,in,0.33740257472258156,11
d,soon,0.33738683981433826,5
oath,thou,0.33734530239554106,5
his,pluck,0.33733837987863446,5
wrong,you,0.3372978359238939,14
and,left,0.3371266041921724,25
with,word,0.3370570932816767,17
he,less,0.33681604825108963,8
bosom,my,0.336729630087059,8
of,voice,0.33671810896432736,9
all,night,0.3365050233044686,12
prince,was,0.3363495943203211,6
long,not,0.3362268255613683,18
prove,thou,0.3362157972545712,8
against,duke,0.33604465465236444,6
hands,on,0.3360181982860011,5
how,men,0.33594832671986274,8
all,at,0.3357175444270547,38
for,myself,0.33567671077414774,24
how,why,0.335639769348515,14
more,speak,0.33563294973660435,13
he,prison,0.3355215778980909,5
court,to,0.33549859996195136,15
heir,to,0.33549859996195136,15
but,means,0.33549695872731794,7
become,of,0.33544638190069004,11
good,much,0.33532421616694913,11
state,the,0.3352794391375138,37
brother,her,0.3351155399354951,14
better,by,0.33506225000556106,9
about,it,0.33487865478747986,12
and,ones,0.33463780378847763,6
and,sighs,0.33463780378847763,6
and,weak,0.33463780378847763,9
and,due,0.33463780378847763,6
and,christian,0.33463780378847763,6
and,kept,0.33463780378847763,9
and,woes,0.33463780378847763,9
and,followers,0.33463780378847763,6
and,warm,0.33463780378847763,9
and,somerset,0.33463780378847763,6
get,to,0.3345784841900168,23
of,sight,0.33456813189076834,13
day,s,0.3344619092718304,32
ne,thou,0.3343397922558158,6
my,womb,0.33425501095920357,5
commend,my,0.33425501095920357,5
my,sick,0.33425501095920357,5
bears,my,0.33425501095920357,5
my,seat,0.33425501095920357,5
a,fearful,0.3342443189979771,9
nature,so,0.33412214384621836,6
less,so,0.33412214384621836,6
air,with,0.33407633702390993,6
open,with,0.33407633702390993,6
he,means,0.3340468923320851,7
are,when,0.33399706740098684,26
the,truth,0.3339732893352302,28
the,took,0.3339732893352302,16
o,true,0.33396392257585267,11
son,your,0.3337649786961011,30
keep,thee,0.33373866083507375,6
be,next,0.3336642928925237,5
him,only,0.3335172289644301,7
dangerous,is,0.3334446957665085,5
from,him,0.3334160066164825,55
never,who,0.3332732127383136,5
as,had,0.3332304534015061,34
do,they,0.33322478104634634,32
o,see,0.333218352466727,18
might,o,0.333218352466727,6
therefore,us,0.3331703554131748,5
better,for,0.33314437425875265,19
should,yet,0.3331155081322124,11
forgot,you,0.3330469587702355,5
blow,you,0.3330469587702355,5
by,woman,0.3330469587702355,5
eye,s,0.33291300715959604,11
as,himself,0.3328912049932362,11
kneel,to,0.33285850379574294,8
if,it,0.3328381131389431,105
seem,so,0.33282767349321957,5
so,told,0.33282767349321957,5
crown,his,0.3327017399456192,13
st,well,0.3324989530421252,8
for,tribunes,0.3324715708989363,5
for,joy,0.3324715708989363,10
might,no,0.33244027913486385,7
husband,now,0.33222520926886195,5
cannot,make,0.3319516379326327,6
heavens,your,0.3319516379326327,5
ha,s,0.33181491686054393,5
bianca,s,0.33181491686054393,5
death,hath,0.3317465724616456,11
fight,will,0.33166457337739985,5
high,his,0.3316050361256919,7
entreat,my,0.33144403362537517,7
him,need,0.3312957689704721,5
here,s,0.33101141157694297,75
god,say,0.33098184909370826,10
help,no,0.3308045164406047,5
the,tribunes,0.33076814946001876,15
end,the,0.33076814946001876,30
content,to,0.33054226106856205,17
live,to,0.33054226106856205,51
i,yes,0.3304160018938327,14
more,nor,0.3304122169120963,9
from,rest,0.3303683135344772,5
court,for,0.3303478772690808,6
en,you,0.3302359814364071,7
didst,it,0.33013221976301815,6
him,take,0.33010428816305337,26
good,hope,0.33005506309098576,5
a,short,0.3300278345968136,5
a,won,0.3300278345968136,5
a,prisoner,0.3300278345968136,5
a,neck,0.3300278345968136,5
boy,not,0.3299367362775248,13
my,side,0.3298902055567535,9
they,till,0.3298883153515968,6
remember,this,0.3298372829218673,6
his,lies,0.3298287780998889,8
of,seven,0.3297692490089996,6
bosom,of,0.3297692490089996,10
glory,of,0.3297692490089996,6
the,toward,0.3296084839327801,11
book,the,0.3296084839327801,11
thought,we,0.3295482123686309,6
hour,in,0.3295469047942622,13
her,keep,0.32904987594583235,6
but,yet,0.32900271462204833,45
but,rather,0.32900271462204833,9
house,our,0.32894094103579186,8
heart,when,0.32875001718258146,8
how,t,0.3287407624015532,11
work,you,0.3286821533677854,9
they,very,0.3286239928228372,7
we,were,0.328479836720605,28
know,nor,0.32846732122145644,6
at,long,0.3284650603955552,5
hath,such,0.32839724109065555,10
house,or,0.32835994498672927,6
many,more,0.328309091824332,6
there,wife,0.328207403359812,5
nay,there,0.328207403359812,5
now,warwick,0.3281977199858185,7
life,yet,0.3281735124953909,7
still,they,0.32811929261275014,5
it,out,0.3280956651194334,37
he,home,0.3280656955184989,11
die,shall,0.3280492686147258,9
i,pardon,0.32795191311675725,37
dear,our,0.3278855468787264,6
their,upon,0.3278347492317999,14
come,here,0.3277938332256191,24
him,himself,0.327435348157234,10
do,people,0.32742858181205853,6
power,we,0.3274140828559451,7
france,his,0.3273541589720335,5
one,poor,0.327239166935097,5
him,speak,0.32713980919931435,26
safety,the,0.3271338648049247,7
red,the,0.3271338648049247,7
flower,the,0.3271338648049247,7
body,by,0.327056595081048,5
mistress,your,0.3270443034378886,11
should,such,0.3269551994273939,8
and,ours,0.3269509751221866,8
and,quick,0.3269509751221866,8
me,revenge,0.32693492313712064,5
have,under,0.3269214061361733,6
heavy,with,0.3269214061361733,7
because,have,0.3269214061361733,6
have,hours,0.3269214061361733,5
have,married,0.3269214061361733,5
but,sure,0.32675247911163763,5
could,would,0.3266916814643777,5
in,part,0.3264992117122569,18
in,watch,0.3264992117122569,6
fire,in,0.3264992117122569,10
an,hath,0.3262850238294841,13
it,till,0.3261750672656015,19
gone,s,0.32617464950785124,17
been,how,0.32587993205935883,7
not,spoke,0.3258683741431121,5
mean,you,0.3258343104949591,19
break,his,0.3257122119050567,6
may,yet,0.3253865864703079,12
again,thee,0.3253865864703079,10
she,why,0.32536013010394454,14
he,lose,0.3253024127164048,5
been,there,0.3253024127164048,6
he,sure,0.3253024127164048,5
must,us,0.3252014257418994,11
tell,us,0.3252014257418994,8
or,thing,0.3252014257418994,5
o,prince,0.3251004622445476,8
for,state,0.32508363727672357,12
cunning,to,0.32503316628378637,5
babe,to,0.32503316628378637,5
dinner,to,0.32503316628378637,5
of,rome,0.3250228139845379,26
of,report,0.3250228139845379,13
he,him,0.32499646379082225,132
is,what,0.3249541160434422,183
out,will,0.32490738006123077,23
dog,i,0.3247388690021422,8
desire,i,0.3247388690021422,16
nature,what,0.3246352117467214,6
as,doth,0.3244774878615532,19
old,was,0.32445037102061336,6
how,master,0.32443469118517787,5
the,year,0.32442797142899976,10
prisoner,the,0.32442797142899976,10
myself,upon,0.3243742171222934,5
no,tongue,0.3243223889126844,7
did,life,0.32424321886695856,6
do,we,0.32421248721470597,53
is,virtue,0.32420403903159584,6
is,past,0.32420403903159584,6
of,souls,0.32416537149100105,11
thanks,with,0.32409211611730904,6
heaven,will,0.32401938168749883,12
stay,will,0.32401938168749883,12
a,vow,0.3237788853198121,6
done,would,0.3236511009098151,7
from,own,0.3236349308755088,8
mine,on,0.32360894030418114,15
dear,so,0.3234509808975538,9
but,twas,0.32339883710404976,6
born,but,0.32339883710404976,6
what,yours,0.3233407413937226,5
sister,what,0.3233407413937226,5
pretty,you,0.3232871214810793,6
between,you,0.3232871214810793,8
hortensio,you,0.3232871214810793,6
art,there,0.32323925215263144,7
let,nay,0.32318660198476123,6
her,makes,0.32318660198476123,5
didst,me,0.32314193411998154,6
liege,your,0.3229967952797063,6
says,your,0.3229967952797063,6
the,throne,0.32297790503376705,13
full,thee,0.3229119673424525,5
come,ere,0.32284500962012874,5
ever,than,0.3228048399413412,5
it,serve,0.32264419837046826,5
stay,thou,0.32252152607851664,15
content,i,0.32242262627496127,17
i,said,0.32242262627496127,34
and,knee,0.32240334737146603,10
and,rule,0.32240334737146603,5
and,undertake,0.32240334737146603,5
and,thrust,0.32240334737146603,5
and,table,0.32240334737146603,5
and,bodies,0.32240334737146603,5
and,joys,0.32240334737146603,5
and,twill,0.32240334737146603,5
and,seas,0.32240334737146603,5
and,comest,0.32240334737146603,5
and,fled,0.32240334737146603,10
and,credit,0.32240334737146603,5
and,room,0.32240334737146603,5
and,continue,0.32240334737146603,5
and,rt,0.32240334737146603,5
and,apparel,0.32240334737146603,5
friends,thy,0.3223832824828347,10
tears,thy,0.3223832824828347,7
be,dare,0.3223832824828347,5
right,thy,0.3223832824828347,7
hath,prince,0.3223230933784623,5
go,shall,0.3222778284368504,26
march,to,0.322222188949958,11
deny,to,0.322222188949958,11
presence,to,0.322222188949958,11
point,the,0.32207406603552247,16
makes,our,0.32202227291765523,5
he,twas,0.321948770708817,6
born,he,0.321948770708817,6
him,keep,0.3219190763748064,9
may,so,0.32188768742920676,35
say,stand,0.32170830496474684,5
be,it,0.32170416665734763,213
bring,me,0.32169186772474884,13
foul,with,0.3216315175696522,8
d,has,0.32159257263110635,9
sword,this,0.3215647569558775,6
cannot,we,0.321558338206893,13
not,read,0.321503568740662,6
welcome,what,0.321406241616523,8
s,sovereign,0.32138538864161176,8
fall,so,0.3213478558097895,6
that,worth,0.3212811387834806,6
beauty,that,0.3212811387834806,9
comes,good,0.3212811387834806,7
that,title,0.3212811387834806,7
sun,that,0.3212811387834806,14
behind,that,0.3212811387834806,5
me,rather,0.32125779024543016,10
do,see,0.3212390069943611,19
not,would,0.3212287857628756,79
ear,your,0.32122777254085966,5
could,i,0.32116440864384405,44
by,child,0.3211477354705278,5
how,it,0.3210810491775901,64
of,town,0.32099532470149444,7
measure,of,0.32099532470149444,7
draw,in,0.3208953341942583,7
in,pale,0.3208953341942583,7
being,d,0.32081773838114536,20
she,when,0.32073993246719934,17
leave,sir,0.3206145316197524,7
come,ll,0.32056524332523023,25
be,brought,0.32053127762124123,6
rather,you,0.320457831462215,17
cause,o,0.32030157936277887,5
cousin,o,0.32030157936277887,5
with,youth,0.32016182248887665,5
point,with,0.32016182248887665,5
enemies,with,0.32016182248887665,5
wind,with,0.32016182248887665,5
know,yet,0.32011524685669057,11
hence,thee,0.3201009900086241,7
gone,thee,0.3201009900086241,7
aid,to,0.31989352663137527,6
to,trouble,0.31989352663137527,6
easy,to,0.31989352663137527,6
health,to,0.31989352663137527,6
for,truth,0.31988244359091583,9
made,such,0.319815951287042,5
ere,ll,0.31980265404781005,5
am,honour,0.31972731071485894,6
me,wilt,0.3197222748618443,11
poor,thy,0.3196082284280625,12
edward,henry,0.319540591570455,7
die,will,0.3195380028091366,11
a,play,0.31936976641475706,14
a,devil,0.31936976641475706,7
know,what,0.31936387213310413,33
did,when,0.31935682785264685,11
buckingham,my,0.31916634016498047,9
stay,would,0.3190464897744767,6
now,what,0.31903950833741596,61
go,therefore,0.31896574769843666,5
do,pardon,0.3187424026269659,6
in,speech,0.3186738742003003,5
king,unto,0.31859872642189824,9
it,truth,0.31848823859931047,8
breath,with,0.31848823859931047,7
leave,may,0.3184484698632447,5
me,send,0.3184468129116017,8
not,pass,0.31841249176352016,7
ere,now,0.31828943132556947,6
but,ere,0.31828943132556947,13
heard,her,0.31822318245321113,5
senators,the,0.3181790221519983,6
the,vantage,0.3181790221519983,6
spirits,the,0.3181790221519983,6
above,the,0.3181790221519983,12
the,throat,0.3181790221519983,6
gain,the,0.3181790221519983,6
had,have,0.3181220852331284,38
it,may,0.3180829240744149,51
name,which,0.31804105014527717,8
hold,thee,0.3180046328477083,5
unless,you,0.31795828797601233,9
most,when,0.3178920895943731,8
are,many,0.317718366835788,8
good,word,0.31767701451465535,6
so,think,0.31758770693648264,20
ne,so,0.31758770693648264,5
speak,time,0.31756124895835125,6
of,others,0.31753479259198797,5
of,stars,0.31753479259198797,5
give,to,0.3174901199336252,106
even,then,0.3174455142522957,6
cousin,your,0.31739291776170775,11
charge,have,0.3173760882299429,5
have,sin,0.3173760882299429,5
and,burn,0.31726370771905493,7
and,tongues,0.31726370771905493,7
and,kiss,0.31726370771905493,21
life,up,0.31725709800629254,5
sir,why,0.3172526915870036,15
her,with,0.31723726947156,100
death,look,0.3171645725886484,5
hath,which,0.3170770220426603,20
i,passing,0.31691353149018564,5
i,speech,0.31691353149018564,10
devise,i,0.31691353149018564,5
dinner,i,0.31691353149018564,5
i,move,0.31691353149018564,10
but,knows,0.3167682582050366,5
god,such,0.3166802374341835,6
place,the,0.3166684311267598,41
it,makes,0.3166122336005551,11
cousin,what,0.3166073587347542,8
suit,you,0.31644769695077374,7
bed,he,0.3164162821088559,9
give,then,0.3162454734724333,13
him,left,0.31605580241373527,5
so,was,0.3159269229550182,45
mercy,what,0.31565391272743165,5
me,serve,0.31565391272743165,5
are,best,0.31562537732994417,6
as,even,0.31550551537117255,13
shall,they,0.3153620621550004,33
whom,will,0.3153620621550004,9
help,will,0.3153620621550004,6
can,you,0.3153181918098039,60
but,thyself,0.31512631113805994,6
now,time,0.31503627392784767,14
my,tender,0.31494985576381695,10
my,shed,0.31494985576381695,5
my,neck,0.31494985576381695,5
grumio,my,0.31494985576381695,5
heard,not,0.3148729898416489,13
ever,which,0.3148359102700658,6
if,love,0.31479209303934674,25
no,such,0.3146022694416457,18
eyes,his,0.31458881154315205,16
like,one,0.3145183354617295,12
do,wilt,0.3144636046476909,5
and,arms,0.31443441770019065,27
and,kneel,0.31443441770019065,9
and,victory,0.31443441770019065,9
is,wife,0.31437795287008113,23
see,st,0.3143716724044784,5
